TIPO DE VICTIMA,DANE UBICACION,DEPARTAMENTO UBICACION,MUNICIPIO UBICACION,CICLO VITAL,DISCAPACIDAD,ETNIA,GENERO,PERSONAS
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76318,VALLE DEL CAUCA,GUACARI,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76318,VALLE DEL CAUCA,GUACARI,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76318,VALLE DEL CAUCA,GUACARI,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,8
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76318,VALLE DEL CAUCA,GUACARI,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,ND,Sin discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,15
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,14
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,21
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,43
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,15
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Con discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,16
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,16
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,26
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,38
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,9
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76364,VALLE DEL CAUCA,JAMUNDI,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76377,VALLE DEL CAUCA,LA CUMBRE,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,10
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,9
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 0 y 5,Con discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,10
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76403,VALLE DEL CAUCA,LA VICTORIA,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 29 y 60,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,10
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 29 y 60,Con discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,14
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76497,VALLE DEL CAUCA,OBANDO,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,ND,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,20
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,12
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,24
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,52
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,9
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,12
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,21
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,20
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Ninguna,Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,19
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,17
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,20
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,33
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,15
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,8
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,11
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,12
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,Mujer,8
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,11
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,22
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,17
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,23
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,42
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,17
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,11
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,21
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,28
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,5
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Indigena,Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,6
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,No Informa,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Con discapacidad,Ninguna,Mujer,1
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Con discapacidad,Ninguna,Mujer,2
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,4
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,10
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,7
Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76606,VALLE DEL CAUCA,RESTREPO,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,9
